Species	Formula	EoF298	Unc	WB_ID	CASRN	Squib	Method
1,1,1,3,3,3-Hexafluoro-2-methoxy-2-propanol	C4H4F6O2	-1505.8216		C662168	662-16-8	1971ROG/RAP4596-1597	Cm # Hydration
Uracil	C4H4N2O2	-303.1	2.3	C66228	66-22-8	1977NAB/SAB115-126	Ccr
N-Methyl-2,3-5,6-dibenzazalene	C17H13N	336.812		C6626648	6626-64-8	1966GEI/QUI551-556	Ccb
Tetraethylpyromellitate	C18H22O8	-1479.3		C6634011	6634-01-1	1982DIB/DON19-23D	
2-Methylquinoxaline-1,4-dioxide	C9H8N2O2	169.9	7.2	C6639867	6639-86-7	1997ACR/POW3722-3726	Ccb
Diiron tetrabromide	Br4Fe2	-253.13		C66468244	66468-24-4	1998CHA1-1951	Review # Data last reviewed in September, 1966
Diazene-d2, cis	D2N2	207.11		C66511782	66511-78-2	1998CHA1-1951	Review # Data last reviewed in June, 1977
Dibromoborane	BBr2	62.76		C66581666	66581-66-6	1998CHA1-1951	Review # Data last reviewed in December, 1964
Bicyclo(3.3.1)non-2-ene	C9H14	-49.1	1.4	C6671665	6671-66-5	1983JOC/DEK95	Ccb
Tricyclo[1.1.0.0<sup>2,4</sup>]butane,tetrakis(t-butyl)	C20H36	25.940800000000003	8.7864	C66809061	66809-06-1	1988MAI309-332	Ccb # Unpublished data M. Mansson
1H-Indene, 2,3-dihydro-4,7-dimethyl-	C11H14	-7.4	1.7	C6682719	6682-71-9	1971GOO711-717	
Tetracyanoethylene	C6N4	688.1		C670542	670-54-2	1972BAR/CAR1-9R	
Syn tricyclo[4.2.2.2(2,5)]dodeca-3,7-diene	C12H16	153.55280000000002		C67278006	67278-00-6	1991ROT/ADA2499-2521	Chyd
Benzene, 1-propynyl-	C9H8	268.15256000000005	2.1756800000000003	C673325	673-32-5	1985DAV/ALL3601-3604	Chyd
Bis(3,3,3-trifluoropropyl)-ether	C6H8F6O	-1604.39664	2.46856	C674657	674-65-7	1974SLA/KOL456-457	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -378.85 kcal/mol
Cyclopropylacetylene	C5H6	292.0	1.6	C6746947	6746-94-7	1977LEB/GUT26-29	Ccb
2-Oxetanone, 4-methylene-	C4H4O2	-190.24648	0.5439200000000001	C674828	674-82-8	1968MAN/NAK171-174	Ccr
Barbituric acid	C4H4N2O3	-509.7		C67527	67-52-7	1990SOL/KAB177-180	Ccb
Methyl Alcohol	CH4O	-200.832		C67561	67-56-1	1976HIN/ARA3089-3092	Eqk
1-Methyl-4-(1-methyl-ethnenylsulphonyl)benzene	C10H12O2S	-196.648	3.3472000000000004	C67605021	67605-02-1	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
Isopropyl Alcohol	C3H8O	-272.75496		C67630	67-63-0	1965BUC/HER1618-1625	Eqk
Dimolybdenum,tetrakis[μ-(6-methyl-2(1H)-pyridinonato-]	C24H24Mo2N4O4	-594.0	13.0	C67634804	67634-80-4	1997MAR0B	Review
Dichromium, tetrakis[μ-(6-methyl-2(1H)-pyridinonato-	C24H24Cr2N4O4	-791.0	14.0	C67634826	67634-82-6	1997MAR0B	Review
Acetone	C3H6O	-218.53032	0.5857600000000001	C67641	67-64-1	1991WIB/CRO3447-3450	Cm
Trichloromethane	CHCl3	-103.18		C67663	67-66-3	1998CHA1-1951	Review # Data last reviewed in December, 1968
Dimethyl Sulfoxide	C2H6OS	-150.5	1.5	C67685	67-68-5	1994MAS/NAG971-975	Ccr # H2SO4 (1:115 H2O)
Dimethyl sulfone	C2H6O2S	-372.7944	3.3472000000000004	C67710	67-71-0	1961BUS/MAC1054-1057	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Ethane, hexachloro-	C2Cl6	-134.22		C67721	67-72-1	1998CHA1-1951	Review # Data last reviewed in September, 1967
3,3,3-Trifluoropropene	C3H3F3	-614.2112000000001	6.694400000000001	C677214	677-21-4	1967KOL/MAR913-916	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -144.5$(1.60) kcal/mol
1,1,1,3,3,3-hexafluoropropane-2,2-diol	C3H2F6O2	-1551.0088		C677714	677-71-4	1971ROG/RAP4596-1597	Cm # Hydration
Cyclopentane, undecyl-	C16H32	-312.5448	2.46856	C6785235	6785-23-5	1946PRO/JOH51-56	Ccb # Heat of combustion of the gas
1,1-Diethoxy-1-(ethylthio)ethane	C8H18O2S	-453.964	16.736	C68058537	68058-53-7	1978GUT5892-5904	Eqk
1,1-Diethoxy-2,2,2-trifluoro-1-(ethylthio)ethane	C8H15F3O2S	-1065.6648	10.46	C68058560	68058-56-0	1978GUT5892-5904	Eqk
Hexadecylcyclohexane	C22H44	-460.49104000000005	3.6819200000000003	C6812380	6812-38-0	1946PRO/JOH51-56	Ccb
Cyclopentane, hexadecyl-	C21H42	-415.59672	3.59824	C6812391	6812-39-1	1946PRO/JOH51-56	Ccb # Heat of combustion of the gas
Methinophosphide	CHP	149.9		C6829523	6829-52-3	1998CHA1-1951	Review # Data last reviewed in December, 1969
2-Propanone, 1,1,1,3,3,3-hexafluoro-	C3F6O	-1433.4384000000002		C684162	684-16-2	2004STE6-10	Semi
Thioacetaldehyde	C2H4S	50.0	8.0	C6851930	6851-93-0	1983BUT/BAE248-253	Ion
1,3-Butadiene, 1,1,2,3,4,4-hexafluoro-	C4F6	-1060.2256		C685632	685-63-2	2004STE6-10	Semi
Acetamide, N,N-diethyl-	C6H13NO	-287.2		C685916	685-91-6	1984VAS1755-1757	Ccb
Di-sec-Butyl ether	C8H18O	-361.0792	2.092	C6863587	6863-58-7	1965COL/PEL2641	Ccb
sec-butylurea	C5H12N2O	-307.0	1.8	C689112	689-11-2	1990KAB/MIR662-667	Ccb # see 1987SIM/KAB1121-1127
1,1,2-Trifluoro-1,2-diphenylethane	C14H11F3	-462.2	2.1	C68936776	68936-77-6	1997SCH/VER1333-1344	Ccr # Hfusion=28.37 kJ/mol
Butanamide, 3-methyl-N-(2-methylpropylidene)	C8H17N	-91.2112	5.4392000000000005	C6898755	6898-75-5	1962BED/EDM2927-2931	Ccb
1-Buten-3-yne	C4H4	294.5536		C689974	689-97-4	1991ROT/ADA2499-2521	Chyd
Ethyne, difluoro-	C2F2	20.92		C689996	689-99-6	1998CHA1-1951	Review # Data last reviewed in December, 1967
Peroxide, dimethyl	C2H6O2	-125.52000000000001		C690028	690-02-8	1965BAK/LIT6970-6972	Ccb
DL-3,4-Di(1-cyclohexen-1-yl)-2,2,5,5-tetramethylhexane	C22H38	-210.8736		C69045734	69045-73-4	2004STE6-10	Semi
3-Hexene, 2,2-dimethyl-, (Z)-	C8H16	-96.6		C690926	690-92-6	1973YAT/MCD2465-2478	
3-Hexene, 2,2-dimethyl-, (E)-	C8H16	-118.0		C690937	690-93-7	1973YAT/MCD2465-2478	
5-Hexen-3-yn-2-ol, 2-methyl-	C7H10O	46.2	0.8	C690948	690-94-8	1982VAN/DOL1736-1767	Ccb
Tricyclo[4.2.2.2(2,5)]dodec-3-ene	C12H18	33.0536		C69122743	69122-74-3	1991ROT/ADA2499-2521	Chyd
1-Pentene, 4-methyl-	C6H12	-49.44	0.67	C691372	691-37-2	1997STE/CHI1052-1066	Ccb
4,5-Dimethyl-4-cyclohexene-1,1,2,2-tetracarbonitrile	C12H10N4	580.3208		C69155299	69155-29-9	1972ROG106-109	Cm
isopropylurea	C4H10N2O	-289.8	1.9	C691601	691-60-1	1990KAB/MIR662-667	Ccb # see 1987SIM/KAB1121-1127 and 1986SIM/KAB1233-1234
1,2-Hexanediol	C6H14O2	-490.1	7.1	C6920225	6920-22-5	1990KNA/SAB145-152	Ccb
Oxetane, 3,3-dimethyl-	C5H10O	-148.2	1.7	C6921353	6921-35-3	1971RIN/SUN141-146	Ccr
3-Hexene, 2,2,5,5-tetramethyl-, (Z)-	C10H20	-126.77520000000001		C692477	692-47-7	1989DOE/ROT1263-1266	Chyd
trans-1,2-di-tert-butylethylene	C10H20	-166.9416		C692488	692-48-8	1989DOE/ROT1263-1266	Chyd
3-Hexene, 2,5-dimethyl-, (E)-	C8H16	-119.5		C692706	692-70-6	1973YAT/MCD2465-2478	
1-Hexyne	C6H10	122.29832	1.21336	C693027	693-02-7	1979ROG/DAG671-676	Chyd
Anti tricyclo[4.2.2.2(2,5)]dodeca-3,7-diene	C12H16	142.67440000000002		C69349548	69349-54-8	1991ROT/ADA2499-2521	Chyd
n-Amyl ether	C10H22O	-389.5304		C693652	693-65-2	1957MUR/GOL1-14	Ccb
Cyclopropane,ethenyl-	C5H8	127.1936		C693867	693-86-7	1991ROT/ADA2499-2521	Chyd
Cyclopentene, 1-methyl-	C6H10	-4.3932		C693890	693-89-0	1982ALL/DOD1593-1597	Chyd
4-Methylthiazole	C4H5NS	111.75464000000001	0.87864	C693958	693-95-8	1966MAN/SUN845-848	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = 26.80$(0.17) kcal/mol
1H-Imidazole, 2-methyl-	C4H6N2	89.8	1.1	C693981	693-98-1	1992JIM/ROU1145-1149	Ccb
Bicyclo(3.1.0)hex-2-ene	C6H8	158.1552		C694019	694-01-9	1991ROT/ADA2499-2521	Chyd
1,2,3,6-Tetrahydropyridine	C5H9N	29.7064		C694053	694-05-3	2004STE6-10	Semi
Cyclopentene, 3-ethyl-	C7H12	-12.426480000000002		C694359	694-35-9	1982ALL/DOD1593-1597	Chyd
Pyridine, 1-oxide	C5H5NO	87.9	2.5	C694597	694-59-7	1988SHA/PIL463-465	Cm
Bicyclo[4.2.0]octa-1,3,5-triene	C8H8	199.4	0.9	C694871	694-87-1	1978ROT/BIE3892-3903	Ccb
m-Terephthalanisidide	C22H20N2O4	-340.1592	8.7864	C6957819	6957-81-9	1973HAM/MIT364-366	Ccb # Heat of combustion from table not from abstract
cis,cis,cis-Cyclononatriene	C9H12	189.1168		C696866	696-86-6	1991ROT/ADA2499-2521	Chyd
Salicylic acid	C7H6O3	-495.8	1.4	C69727	69-72-7	1993SAB/LE1378-1383	Ccr
4,5-Tetramethylene-1,3-dithiol-2-thione	C7H8S3	123.59536		C698420	698-42-0	1967GEI/SCH196-199	Ccr
2-Furancarboxaldehyde, 5-nitro-	C5H3NO4	-147.2768	2.5104	C698635	698-63-5	1980BAL/LEB601-604	Ccb # see 1978BAL/LEB57-58
2-Phenylglycine	C8H9NO2	-280.5	6.0	C69910	69-91-0	1980SAB/SKO179-187	Ccr
2,4,6,8-Tetrathiatricyclo[3.3.1.1(3,7)]decane, 1,3,5,7-tetramethyl-	C10H16S4	-36.8192	5.0208	C7000795	7000-79-5	1978HEA/HEF395-401	Ccr # hf\_H2SO4.115H2O=-143.95 kcal/mol
Benzene, pentamethyl-	C11H16	-67.2	2.2	C700129	700-12-9	1989COL/JIM275-281	Ccb # see 1964BON/COL459-468
2-Methyladamantane	C11H18	-151.8792	4.184	C700561	700-56-1	1979CLA/KNO2404-2410	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = -35.66$(0.62) kcal/mol; Gas flow technique for Hs, see 1975CLA/KNO3835-3836
Adamantan-2-ol	C10H16O	-299.156	4.6024	C700572	700-57-2	1978ARO/STE403-407	Ccb
2-Adamantanone	C10H14O	-230.53840000000002	4.6024	C700583	700-58-3	1978ARO/STE403-407	Ccb
Adamantane, 1,3-dimethyl-	C12H20	-218.82319999999999	2.9288	C702794	702-79-4	1977STE/WAT843-849	Ccb
diethyl sulphoxide	C4H10OS	-205.4344	1.6736000000000002	C70291	70-29-1	1961MAC/OHA2219-2224	Ccr
Bis(η<sup>8</sup>-cyclobutenooctatetraene) uranium	C20H20U	381.0	15.0	C70377876	70377-87-6	1997MAR0B	Review
(E)-1,3-Butadien-1-ol	C4H6O	-88.0	5.0	C70411982	70411-98-2	1986TUR/HAV4061-4065	Kin
(Z)-1,3-Butadien-1-ol	C4H6O	-90.0	9.0	C70415586	70415-58-6	1986TUR/HAV4061-4065	Kin
Diberyllium dioxide	Be2O2	-410.03		C70478909	70478-90-9	1998CHA1-1951	Review # Data last reviewed in September, 1963
9,10-Dehydrophenanthrene	C14H8	598.312	37.656	C7048966	7048-96-6	1969GRU/LOH47-56	Ion # Pyrolysis, MS and AP
2(3H)-Furanone, 5-hexyldihydro-	C10H18O2	-496.2224	2.5104	C706149	706-14-9	1991WIB/WAL7697-7705	Cm # Heat of reduction
Cyclopentene, octachloro-	C5Cl8	-96.73408	3.26352	C706785	706-78-5	1977LYU/SMO119-121	Ccb
Benzene, (trimethoxymethyl)-	C10H14O3	-433.3	1.3	C707073	707-07-3	1995RAK/VER2059-2067	Ccb
1,3,5-Trimethyladamantane	C13H22	-254.8056	4.184	C707357	707-35-7	1977STE/WAT843-849	Ccb
α,α-dimethylbenzyl perbenzoate	C16H16O3	-188.28	14.2256	C7074002	7074-00-2	1971KIP/RAB675-677	Ccb
cis-Bicyclo[3.2.0]hept-2-ene	C7H10	118.8256		C7095650	7095-65-0	1991ROT/ADA2499-2521	Chyd
trans-1,2-Diethyl-cyclopropane	C7H14	-49.120160000000006	1.79912	C71032661	71032-66-1	1984WIB/LUP1740-1744	Ccb # see 1970LUP1174-1175
cis-1,2-Diethylcyclopropane	C7H14	-44.601440000000004	1.63176	C71032672	71032-67-2	1984WIB/LUP1740-1744	Ccb # see 1970LUP1174-1175
Adamantan-1-carboxylic acid, methyl ester	C12H18O2	-495.4	2.7	C711013	711-01-3	1992ABB/JIM1299-1304	Ccb
Chromium,pentacarbonyl(1H-pyrazole-N<sup>2</sup>)-(oc-6-22)-	C8H4CrN2O5	-614.1	6.8	C71127656	71127-65-6	1997MAR0B	Review # The enthalpy of formation relies on -908.4±2.6 kJ/mol for the enthalpy of formation of Cr(CO)6(g)
Piperidine, 1-nitro-	C5H10N2O2	-44.3504	2.5104	C7119940	7119-94-0	1971MAT/VYU2320-2323	Ccb
1-Propanol	C3H8O	-255.1		C71238	71-23-8	1975MOS/DEK417-424	
Bicyclo[3.2.2]non-6-ene	C9H14	-3.5	2.3	C7124869	7124-86-9	1983JOC/DEK95	Ccb
Cytosine	C4H5N3O	-59.0	10.0	C71307	71-30-7	1980SAB73-77	Cm
Cyclopentane, (methylthio)-	C6H12S	-64.34992000000001	0.9623200000000001	C7133360	7133-36-0	1972GOO158-162	Ccr
1-Butanol	C4H10O	-275.6		C71363	71-36-3	1975MOS/DEK417-424	
1-Pentanol	C5H12O	-294.7		C71410	71-41-0	1975MOS/DEK417-424	
Benzene	C6H6	82.9	0.9	C71432	71-43-2	2008ROU/TEM1855-1996	Review # There are sufficient high-quality literature values to make a good evaluation with a high degree of confidence. In general, the evaluated uncertainty limits are on the order of (0.5 to 2.5) kJ/mol.
N,N'-Bis-(p-methoxyphenyl)terephthalamide	C22H20N2O4	-320.4944	9.2048	C7144152	7144-15-2	1973HAM/MIT364-366	Ccb
Glycine, N,N-dimethyl-, methyl ester	C5H11NO2	-370.40952000000004	0.79496	C7148063	7148-06-3	1992VER/BEC27-39	Ccb
Ethane, 1,1,1-trichloro-	C2H3Cl3	-145.0	2.0	C71556	71-55-6	2002MAN123-172	Review # derived from recommended «Delta»_fH_l_i_q_u_i_d° and «Delta»_v_a_pH°
Molybdenum,(chromium)tetraacetate	C8H12CrMoO8	-1947.0	12.0	C71561643	71561-64-3	1997MAR0B	Review
Fluorodinitromethane	CHFN2O4	-234.72240000000002	3.3472000000000004	C7182878	7182-87-8	1974PEP/NAT892-893	Ccr
p-Nitrobenzylidene tert-butylamine	C11H14N2O2	49.4	3.6	C718365	718-36-5	1989ACR/KIR443-448	Ccb
octan-2-one oxime	C8H17NO	-180.83248	4.10032	C7207490	7207-49-0	1966GEI/RAT221-228	Ccb
Octanone-3-oxime	C8H17NO	-172.84104000000002	3.5564	C7207503	7207-50-3	1966GEI/RAT221-228	Ccb
Octanone-4-oxime	C8H17NO	-181.08352000000002	3.7237600000000004	C7207514	7207-51-4	1966GEI/RAT221-228	Ccb
Cyclopropane, 1,1-diethynyl-	C7H6	538.5	1.2	C72323661	72323-66-1	1986PIM/KOZ12-16	Ccr
Exo-hydroxy-endo-endo-tetracyclo[6.2.1.13,602,7]dodecane	C12H18O	-185.2	4.4	C7273985	7273-98-5	1980STE187-192	Ccb
pyridin-2-ol	C5H5NO	-79.7	1.5	C72762006	72762-00-6	1982SUR/ELS45-50	Ccb
2,5-Diphenyl-1,5-hexadiene	C18H18	284.512		C7283490	7283-49-0	1990ROT/LEN1722-1732	Chyd # hrxn[kcal/mol]=-56.65±0.2
Di(isobutyl)dithiocarbamic acid	C9H19NS2	-67.6	2.4	C7283774	7283-77-4	1988RIB/REI319-328	Cm
2H-Thiete-1,1-dioxide	C3H4O2S	-124.26480000000001	2.9288	C7285327	7285-32-7	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
Prometryn	C10H19N5S	7.0	11.0	C7287196	7287-19-6	1985LYU/GRO498-500	Ccb
1-Methoxydecane	C11H24O	-381.1	2.1	C7289523	7289-52-3	1975FEN/HAR943-954	Ccb
N,N-Dimethyl 4-methoxybenzamide	C10H13NO2	-224.68080000000003	8.7864	C7291001	7291-00-1	1992GUT/PIK1671-1683	Cm # Hydrolysis
Benzamide, N,N-dimethyl-4-nitro-	C9H10N2O3	-86.19040000000001	12.1336	C7291012	7291-01-2	1992GUT/PIK1671-1683	Cm # Hydrolysis
2-Butenoic acid, butyl ester	C8H14O2	-415.88960000000003	3.3472000000000004	C7299914	7299-91-4	1936SCH289-342	Ccb # Heat of formation derived by 1970COX/PIL1-636B
5-Methylhexane-2,4-dione, keto form	C7H12O2	-452.70880000000005		C7307031	7307-03-1	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
Manganocene	C10H10Mn	276.9	3.0	C73138268	73138-26-8	1997MAR0B	Review
1,4-Hexadiene, (Z)-	C6H10	77.404	1.6736000000000002	C7318674	7318-67-4	1992FAN/ROG2294-2297	Chyd
trans-1,4-Hexadiene	C6H10	74.0568	1.6736000000000002	C7319008	7319-00-8	1992FAN/ROG2294-2297	Chyd
Propanedinitrile, dimethyl-	C5H6N2	197.15008	1.00416	C7321553	7321-55-3	1990BEC/DOG2153-2159	Ccb
Phenol, 2,4,6-tri-tert-butyl-	C18H30O	-369.82376		C732263	732-26-3	1971BER/GIR3180-3187	Ccb
3,5-Heptanedione, 2,2,6-trimethyl-	C10H18O2	-510.7	2.1	C7333235	7333-23-5	1981FER/RIB567-571	Ccb # For enol form(96.0%)
Phenanthrene, 3,4,5,6-tetramethyl-	C18H18	160.2472	4.6024	C7343068	7343-06-8	1965KAR/KYB5554-5558	Ccb
Phenanthrene, 2,4,5,7-tetramethyl-	C18H18	130.1224	3.7656	C7396385	7396-38-5	1965KAR/KYB5554-5558	Ccb
Exo-4-hydroxy-exo-exo-tetracyclo[6.2.1.13,602,7]dodecane	C12H18O	-209.0	4.5	C74007117	74007-11-7	1980STE187-192	Ccb
Benzoic acid, 4-chloro-	C7H5ClO2	-324.8	0.8	C74113	74-11-3	1995SAB/ROJ1538-1545	Ccr # HCl(1:600 H2O), see 1995SAB/ROJ685-691
3,5-Heptanedione	C7H12O2	-438.90160000000003		C7424546	7424-54-6	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
Aluminum	Al	330.0	4.0	C7429905	7429-90-5	1984COX/WAG1B	Review # CODATA Review value
Iron	Fe	415.47		C7439896	7439-89-6	1998CHA1-1951	Review # Data last reviewed in March, 1978
Lead	Pb	195.2	0.8	C7439921	7439-92-1	1984COX/WAG1B	Review # CODATA Review value
Lithium	Li	159.3	1.0	C7439932	7439-93-2	1984COX/WAG1B	Review # CODATA Review value
Magnesium	Mg	147.1	0.8	C7439954	7439-95-4	1984COX/WAG1B	Review # CODATA Review value
Manganese	Mn	283.26		C7439965	7439-96-5	1998CHA1-1951	Review # Data last reviewed in September, 1967
Mercury	Hg	61.38	0.04	C7439976	7439-97-6	1984COX/WAG1B	Review # CODATA Review value
Molybdenum	Mo	658.98		C7439987	7439-98-7	1998CHA1-1951	Review # Data last reviewed in March, 1978
Nickel	Ni	430.12		C7440020	7440-02-0	1998CHA1-1951	Review # Data last reviewed in December, 1976
Niobium	Nb	733.04		C7440031	7440-03-1	1998CHA1-1951	Review # Data last reviewed in December, 1973
Potassium	K	89.0	0.8	C7440097	7440-09-7	1984COX/WAG1B	Review # CODATA Review value
Rubidium	Rb	80.9	0.8	C7440177	7440-17-7	1984COX/WAG1B	Review # CODATA Review value
Silicon	Si	450.0	8.0	C7440213	7440-21-3	1984COX/WAG1B	Review # CODATA Review value
Silver	Ag	284.9	0.8	C7440224	7440-22-4	1984COX/WAG1B	Review # CODATA Review value
Sodium	Na	107.5	0.7	C7440235	7440-23-5	1984COX/WAG1B	Review # CODATA Review value
Strontium	Sr	164.0		C7440246	7440-24-6	1998CHA1-1951	Review # Data last reviewed in September, 1983
Tantalum	Ta	781.99		C7440257	7440-25-7	1998CHA1-1951	Review # Data last reviewed in December, 1972
Thorium	Th	602.0	6.0	C7440291	7440-29-1	1984COX/WAG1B	Review # CODATA Review value
Tin	Sn	301.2	1.5	C7440315	7440-31-5	1984COX/WAG1B	Review # CODATA Review value
Titanium	Ti	473.0	3.0	C7440326	7440-32-6	1984COX/WAG1B	Review # CODATA Review value
Tungsten	W	851.03		C7440337	7440-33-7	1998CHA1-1951	Review # Data last reviewed in June, 1966
Barium	Ba	179.08		C7440393	7440-39-3	1998CHA1-1951	Review # Data last reviewed in December, 1970
Beryllium	Be	324.0	5.0	C7440417	7440-41-7	1984COX/WAG1B	Review # CODATA Review value
Boron	B	565.0	5.0	C7440428	7440-42-8	1984COX/WAG1B	Review # CODATA Review value
Cadmium	Cd	111.8	0.2	C7440439	7440-43-9	1984COX/WAG1B	Review # CODATA Review value
Carbon	C	716.68	0.45	C7440440	7440-44-0	1984COX/WAG1B	Review # CODATA Review value
Cesium	Cs	76.5	1.0	C7440462	7440-46-2	1984COX/WAG1B	Review # CODATA Review value
Chromium	Cr	397.48		C7440473	7440-47-3	1998CHA1-1951	Review # Data last reviewed in June, 1973
Cobalt	Co	426.68		C7440484	7440-48-4	1998CHA1-1951	Review # Data last reviewed in September, 1967
Copper	Cu	337.4	1.2	C7440508	7440-50-8	1984COX/WAG1B	Review # CODATA Review value
Gallium	Ga	271.96		C7440553	7440-55-3	1998CHA1-1951	Review # Data last reviewed in June, 1983
Germanium	Ge	372.0	8.0	C7440564	7440-56-4	1984COX/WAG1B	Review # CODATA Review value
Hafnium	Hf	618.4		C7440586	7440-58-6	1998CHA1-1951	Review # Data last reviewed in March, 1979
Uranium	U	533.0	8.0	C7440611	7440-61-1	1984COX/WAG1B	Review # CODATA Review value
Vanadium	V	515.47		C7440622	7440-62-2	1998CHA1-1951	Review # Data last reviewed in June, 1973
Zinc	Zn	130.4	0.4	C7440666	7440-66-6	1984COX/WAG1B	Review # CODATA Review value
Zirconium	Zr	610.03		C7440677	7440-67-7	1998CHA1-1951	Review # Data last reviewed in June, 1979
Calcium	Ca	177.8	0.8	C7440702	7440-70-2	1984COX/WAG1B	Review # CODATA Review value
Cyclohexanol, 2-methyl-, cis-	C7H14O	-300.70408000000003		C7443701	7443-70-1	1975VIL/PER105-112	Ccb
Sulfur dioxide	O2S	-296.81	0.2	C7446095	7446-09-5	1984COX/WAG1B	Review # CODATA Review value
sulphur trioxide	O3S	-395.77		C7446119	7446-11-9	1998CHA1-1951	Review # Data last reviewed in September, 1965
aluminium chloride	AlCl3	-584.59		C7446700	7446-70-0	1998CHA1-1951	Review # Data last reviewed in September, 1979
potassium chloride	ClK	-214.68		C7447407	7447-40-7	1998CHA1-1951	Review # Data last reviewed in March, 1966
lithium chloride	ClLi	-195.72		C7447418	7447-41-8	1998CHA1-1951	Review # Data last reviewed in June, 1962
Butanoic acid, 2-methyl-, ethyl ester	C7H14O2	-516.0964	1.4225600000000003	C7452791	7452-79-1	1992VER/BEC27-39	Ccb # See 90BEC/VER
Monomethyl carbonate	C2H4O3	-607.0984	2.5104	C7456873	7456-87-3	1972HEM/KIN2170-2175	Eqk
1H-Tetrazole, 1,5-diphenyl-	C13H10N4	526.7656000000001	3.7656	C7477738	7477-73-8	1977BAL/LEB93-98	Ccb
Methane	CH4	-74.87		C74828	74-82-8	1998CHA1-1951	Review # Data last reviewed in March, 1961
Hydrogen fluoride	H5F5	-1489.71		C74835817	74835-81-7	1998CHA1-1951	Review # Data last reviewed in June, 1977
Hydrogen fluoride	H7F7	-2102.55		C74835828	74835-82-8	1998CHA1-1951	Review # Data last reviewed in June, 1977
Methane, bromo-	CH3Br	-34.3	0.8	C74839	74-83-9	1973FER/OKA295-301	Eqk
Ethane	C2H6	-84.0	0.4	C74840	74-84-0	2002MAN123-172	Review # adopted recommendation of 1991GUR/VEY0B
Ethylene	C2H4	52.47		C74851	74-85-1	1998CHA1-1951	Review # Data last reviewed in September, 1965
Acetylene	C2H2	226.73		C74862	74-86-2	1998CHA1-1951	Review # Data last reviewed in March, 1961
Chloromethane	CH3Cl	-83.68		C74873	74-87-3	1998CHA1-1951	Review # Data last reviewed in June, 1972
Mercury(II) chloride	Cl2Hg	-146.29		C7487947	7487-94-7	1998CHA1-1951	Review # Data last reviewed in March, 1962
Methane, iodo-	CH3I	14.309280000000001	1.4225600000000003	C74884	74-88-4	1965GOL/WAL4053-4057	Eqk # Reanalyzed by 1970COX/PIL1-636B, Original value = 3.28$(0.16) kcal/mol
Methylamine	CH5N	-23.5		C74895	74-89-5	1937AST/SIL1743-17	
Hydrogen cyanide	CHN	135.14		C74908	74-90-8	1998CHA1-1951	Review # Data last reviewed in December, 1969
Triiodosilyl	I3Si	35.31		C74912202	74912-20-2	1998CHA1-1951	Review # Data last reviewed in December, 1977
Bromochloroborane	BBrCl	-10.46		C74930793	74930-79-3	1998CHA1-1951	Review # Data last reviewed in December, 1964
Bromofluoroborane	BBrF	-240.58		C74930806	74930-80-6	1998CHA1-1951	Review # Data last reviewed in December, 1964
Dihydroxyborane	H2BO2	-476.98		C74930828	74930-82-8	1998CHA1-1951	Review # Data last reviewed in December, 1964
Methanethiol	CH4S	-22.844640000000002	0.5857600000000001	C74931	74-93-1	1961GOO/LAC2229-2231	Ccr
Tungsten chloride	ClW	553.54		C74947505	74947-50-5	1998CHA1-1951	Review # Data last reviewed in June, 1967
Ethyl bromide	C2H5Br	-63.5968		C74964	74-96-4	1979KUD/KUD519-526	Cm
Tungsten bromide	BrW	586.18		C74966782	74966-78-2	1998CHA1-1951	Review # Data last reviewed in June, 1967
1,1,1-Trimethoxy-2-chloroethane	C5H11ClO3	-613.7927999999999	10.0416	C74974542	74974-54-2	1980GUT/CUL1281-1294	Eqk # Using Hf(s,ClCH2COOH)=-122.0±2.0 kcal/mol
Methane, bromochloro-	CH2BrCl	-20.0	7.0	C74975	74-97-5	1996SKO/DYM1777-1785	Eqk
3-Tert-butylbenzoic acid	C11H14O2	-400.8	1.9	C7498546	7498-54-6	1979COL/JIM1179-1184	Ccb
Propane	C3H8	-104.68368	0.50208	C74986	74-98-6	1972PIT/PIL2224-2229	Ccb
Propyne	C3H4	185.43488000000002	0.87864	C74997	74-99-7	1945WAG/KIL467-496	Ccb # Unpublished work of E. J. Prosen
Ethyl Chloride	C2H5Cl	-112.1	0.7	C75003	75-00-3	2002MAN123-172	Review # employed flame calorimetry measurements of 1971FLE/PIL3191
Ethene, chloro-	C2H3Cl	22.0	3.0	C75014	75-01-4	2002MAN123-172	Review # weighted average of several measurements
Ethene, fluoro-	C2H3F	-135.5616		C75025	75-02-5	1970KOL/PAP611-613	Ccr
Ethane, iodo-	C2H5I	-7.2	0.8	C75036	75-03-6	1994CAR/LAY1103-1109	Ccb
Ethylamine	C2H7N	-57.7		C75047	75-04-7	1907LEM395-432	
