Species	Formula	EoF298	Unc	WB_ID	Squib	Method
Piperidine, 1-nitro-	C5H10N2O2	-44.3504	2.5104	C7119940	1971MAT/VYU2320-2323	Ccb
1-Propanol	C3H8O	-255.1		C71238	1975MOS/DEK417-424	
Bicyclo[3.2.2]non-6-ene	C9H14	-3.5	2.3	C7124869	1983JOC/DEK95	Ccb
Cytosine	C4H5N3O	-59.0	10.0	C71307	1980SAB73-77	Cm
Cyclopentane, (methylthio)-	C6H12S	-64.34992000000001	0.9623200000000001	C7133360	1972GOO158-162	Ccr
1-Butanol	C4H10O	-275.6		C71363	1975MOS/DEK417-424	
1-Pentanol	C5H12O	-294.7		C71410	1975MOS/DEK417-424	
Benzene	C6H6	82.9	0.9	C71432	2008ROU/TEM1855-1996	Review # There are sufficient high-quality literature values to make a good evaluation with a high degree of confidence. In general, the evaluated uncertainty limits are on the order of (0.5 to 2.5) kJ/mol.
N,N'-Bis-(p-methoxyphenyl)terephthalamide	C22H20N2O4	-320.4944	9.2048	C7144152	1973HAM/MIT364-366	Ccb
Glycine, N,N-dimethyl-, methyl ester	C5H11NO2	-370.40952000000004	0.79496	C7148063	1992VER/BEC27-39	Ccb
Ethane, 1,1,1-trichloro-	C2H3Cl3	-145.0	2.0	C71556	2002MAN123-172	Review # derived from recommended «Delta»_fH_l_i_q_u_i_d° and «Delta»_v_a_pH°
Molybdenum,(chromium)tetraacetate	C8H12CrMoO8	-1947.0	12.0	C71561643	1997MAR0B	Review
Fluorodinitromethane	CHFN2O4	-234.72240000000002	3.3472000000000004	C7182878	1974PEP/NAT892-893	Ccr
p-Nitrobenzylidene tert-butylamine	C11H14N2O2	49.4	3.6	C718365	1989ACR/KIR443-448	Ccb
octan-2-one oxime	C8H17NO	-180.83248	4.10032	C7207490	1966GEI/RAT221-228	Ccb
Octanone-3-oxime	C8H17NO	-172.84104000000002	3.5564	C7207503	1966GEI/RAT221-228	Ccb
Octanone-4-oxime	C8H17NO	-181.08352000000002	3.7237600000000004	C7207514	1966GEI/RAT221-228	Ccb
Cyclopropane, 1,1-diethynyl-	C7H6	538.5	1.2	C72323661	1986PIM/KOZ12-16	Ccr
Exo-hydroxy-endo-endo-tetracyclo[6.2.1.13,602,7]dodecane	C12H18O	-185.2	4.4	C7273985	1980STE187-192	Ccb
pyridin-2-ol	C5H5NO	-79.7	1.5	C72762006	1982SUR/ELS45-50	Ccb
2,5-Diphenyl-1,5-hexadiene	C18H18	284.512		C7283490	1990ROT/LEN1722-1732	Chyd # hrxn[kcal/mol]=-56.65±0.2
Di(isobutyl)dithiocarbamic acid	C9H19NS2	-67.6	2.4	C7283774	1988RIB/REI319-328	Cm
2H-Thiete-1,1-dioxide	C3H4O2S	-124.26480000000001	2.9288	C7285327	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
Prometryn	C10H19N5S	7.0	11.0	C7287196	1985LYU/GRO498-500	Ccb
1-Methoxydecane	C11H24O	-381.1	2.1	C7289523	1975FEN/HAR943-954	Ccb
N,N-Dimethyl 4-methoxybenzamide	C10H13NO2	-224.68080000000003	8.7864	C7291001	1992GUT/PIK1671-1683	Cm # Hydrolysis
Benzamide, N,N-dimethyl-4-nitro-	C9H10N2O3	-86.19040000000001	12.1336	C7291012	1992GUT/PIK1671-1683	Cm # Hydrolysis
2-Butenoic acid, butyl ester	C8H14O2	-415.88960000000003	3.3472000000000004	C7299914	1936SCH289-342	Ccb # Heat of formation derived by 1970COX/PIL1-636B
5-Methylhexane-2,4-dione, keto form	C7H12O2	-452.70880000000005		C7307031	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
Manganocene	C10H10Mn	276.9	3.0	C73138268	1997MAR0B	Review
1,4-Hexadiene, (Z)-	C6H10	77.404	1.6736000000000002	C7318674	1992FAN/ROG2294-2297	Chyd
trans-1,4-Hexadiene	C6H10	74.0568	1.6736000000000002	C7319008	1992FAN/ROG2294-2297	Chyd
Propanedinitrile, dimethyl-	C5H6N2	197.15008	1.00416	C7321553	1990BEC/DOG2153-2159	Ccb
Phenol, 2,4,6-tri-tert-butyl-	C18H30O	-369.82376		C732263	1971BER/GIR3180-3187	Ccb
3,5-Heptanedione, 2,2,6-trimethyl-	C10H18O2	-510.7	2.1	C7333235	1981FER/RIB567-571	Ccb # For enol form(96.0%)
Phenanthrene, 3,4,5,6-tetramethyl-	C18H18	160.2472	4.6024	C7343068	1965KAR/KYB5554-5558	Ccb
Phenanthrene, 2,4,5,7-tetramethyl-	C18H18	130.1224	3.7656	C7396385	1965KAR/KYB5554-5558	Ccb
Exo-4-hydroxy-exo-exo-tetracyclo[6.2.1.13,602,7]dodecane	C12H18O	-209.0	4.5	C74007117	1980STE187-192	Ccb
Benzoic acid, 4-chloro-	C7H5ClO2	-324.8	0.8	C74113	1995SAB/ROJ1538-1545	Ccr # HCl(1:600 H2O), see 1995SAB/ROJ685-691
3,5-Heptanedione	C7H12O2	-438.90160000000003		C7424546	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
Aluminum	Al	330.0	4.0	C7429905	1984COX/WAG1B	Review # CODATA Review value
Iron	Fe	415.47		C7439896	1998CHA1-1951	Review # Data last reviewed in March, 1978
Lead	Pb	195.2	0.8	C7439921	1984COX/WAG1B	Review # CODATA Review value
Lithium	Li	159.3	1.0	C7439932	1984COX/WAG1B	Review # CODATA Review value
Magnesium	Mg	147.1	0.8	C7439954	1984COX/WAG1B	Review # CODATA Review value
Manganese	Mn	283.26		C7439965	1998CHA1-1951	Review # Data last reviewed in September, 1967
Mercury	Hg	61.38	0.04	C7439976	1984COX/WAG1B	Review # CODATA Review value
Molybdenum	Mo	658.98		C7439987	1998CHA1-1951	Review # Data last reviewed in March, 1978
Nickel	Ni	430.12		C7440020	1998CHA1-1951	Review # Data last reviewed in December, 1976
Niobium	Nb	733.04		C7440031	1998CHA1-1951	Review # Data last reviewed in December, 1973
Potassium	K	89.0	0.8	C7440097	1984COX/WAG1B	Review # CODATA Review value
Rubidium	Rb	80.9	0.8	C7440177	1984COX/WAG1B	Review # CODATA Review value
Silicon	Si	450.0	8.0	C7440213	1984COX/WAG1B	Review # CODATA Review value
Silver	Ag	284.9	0.8	C7440224	1984COX/WAG1B	Review # CODATA Review value
Sodium	Na	107.5	0.7	C7440235	1984COX/WAG1B	Review # CODATA Review value
Strontium	Sr	164.0		C7440246	1998CHA1-1951	Review # Data last reviewed in September, 1983
Tantalum	Ta	781.99		C7440257	1998CHA1-1951	Review # Data last reviewed in December, 1972
Thorium	Th	602.0	6.0	C7440291	1984COX/WAG1B	Review # CODATA Review value
Tin	Sn	301.2	1.5	C7440315	1984COX/WAG1B	Review # CODATA Review value
Titanium	Ti	473.0	3.0	C7440326	1984COX/WAG1B	Review # CODATA Review value
Tungsten	W	851.03		C7440337	1998CHA1-1951	Review # Data last reviewed in June, 1966
Barium	Ba	179.08		C7440393	1998CHA1-1951	Review # Data last reviewed in December, 1970
Beryllium	Be	324.0	5.0	C7440417	1984COX/WAG1B	Review # CODATA Review value
Boron	B	565.0	5.0	C7440428	1984COX/WAG1B	Review # CODATA Review value
Cadmium	Cd	111.8	0.2	C7440439	1984COX/WAG1B	Review # CODATA Review value
Carbon	C	716.68	0.45	C7440440	1984COX/WAG1B	Review # CODATA Review value
Cesium	Cs	76.5	1.0	C7440462	1984COX/WAG1B	Review # CODATA Review value
Chromium	Cr	397.48		C7440473	1998CHA1-1951	Review # Data last reviewed in June, 1973
Cobalt	Co	426.68		C7440484	1998CHA1-1951	Review # Data last reviewed in September, 1967
Copper	Cu	337.4	1.2	C7440508	1984COX/WAG1B	Review # CODATA Review value
Gallium	Ga	271.96		C7440553	1998CHA1-1951	Review # Data last reviewed in June, 1983
Germanium	Ge	372.0	8.0	C7440564	1984COX/WAG1B	Review # CODATA Review value
Hafnium	Hf	618.4		C7440586	1998CHA1-1951	Review # Data last reviewed in March, 1979
Uranium	U	533.0	8.0	C7440611	1984COX/WAG1B	Review # CODATA Review value
Vanadium	V	515.47		C7440622	1998CHA1-1951	Review # Data last reviewed in June, 1973
Zinc	Zn	130.4	0.4	C7440666	1984COX/WAG1B	Review # CODATA Review value
Zirconium	Zr	610.03		C7440677	1998CHA1-1951	Review # Data last reviewed in June, 1979
Calcium	Ca	177.8	0.8	C7440702	1984COX/WAG1B	Review # CODATA Review value
Cyclohexanol, 2-methyl-, cis-	C7H14O	-300.70408000000003		C7443701	1975VIL/PER105-112	Ccb
Sulfur dioxide	O2S	-296.81	0.2	C7446095	1984COX/WAG1B	Review # CODATA Review value
sulphur trioxide	O3S	-395.77		C7446119	1998CHA1-1951	Review # Data last reviewed in September, 1965
aluminium chloride	AlCl3	-584.59		C7446700	1998CHA1-1951	Review # Data last reviewed in September, 1979
potassium chloride	ClK	-214.68		C7447407	1998CHA1-1951	Review # Data last reviewed in March, 1966
lithium chloride	ClLi	-195.72		C7447418	1998CHA1-1951	Review # Data last reviewed in June, 1962
Butanoic acid, 2-methyl-, ethyl ester	C7H14O2	-516.0964	1.4225600000000003	C7452791	1992VER/BEC27-39	Ccb # See 90BEC/VER
Monomethyl carbonate	C2H4O3	-607.0984	2.5104	C7456873	1972HEM/KIN2170-2175	Eqk
1H-Tetrazole, 1,5-diphenyl-	C13H10N4	526.7656000000001	3.7656	C7477738	1977BAL/LEB93-98	Ccb
Methane	CH4	-74.87		C74828	1998CHA1-1951	Review # Data last reviewed in March, 1961
Hydrogen fluoride	H5F5	-1489.71		C74835817	1998CHA1-1951	Review # Data last reviewed in June, 1977
Hydrogen fluoride	H7F7	-2102.55		C74835828	1998CHA1-1951	Review # Data last reviewed in June, 1977
Methane, bromo-	CH3Br	-34.3	0.8	C74839	1973FER/OKA295-301	Eqk
Ethane	C2H6	-84.0	0.4	C74840	2002MAN123-172	Review # adopted recommendation of 1991GUR/VEY0B
Ethylene	C2H4	52.47		C74851	1998CHA1-1951	Review # Data last reviewed in September, 1965
Acetylene	C2H2	226.73		C74862	1998CHA1-1951	Review # Data last reviewed in March, 1961
Chloromethane	CH3Cl	-83.68		C74873	1998CHA1-1951	Review # Data last reviewed in June, 1972
Mercury(II) chloride	Cl2Hg	-146.29		C7487947	1998CHA1-1951	Review # Data last reviewed in March, 1962
Methane, iodo-	CH3I	14.309280000000001	1.4225600000000003	C74884	1965GOL/WAL4053-4057	Eqk # Reanalyzed by 1970COX/PIL1-636B, Original value = 3.28$(0.16) kcal/mol
Methylamine	CH5N	-23.5		C74895	1937AST/SIL1743-17	
Hydrogen cyanide	CHN	135.14		C74908	1998CHA1-1951	Review # Data last reviewed in December, 1969
Triiodosilyl	I3Si	35.31		C74912202	1998CHA1-1951	Review # Data last reviewed in December, 1977
Bromochloroborane	BBrCl	-10.46		C74930793	1998CHA1-1951	Review # Data last reviewed in December, 1964
Bromofluoroborane	BBrF	-240.58		C74930806	1998CHA1-1951	Review # Data last reviewed in December, 1964
Dihydroxyborane	H2BO2	-476.98		C74930828	1998CHA1-1951	Review # Data last reviewed in December, 1964
Methanethiol	CH4S	-22.844640000000002	0.5857600000000001	C74931	1961GOO/LAC2229-2231	Ccr
Tungsten chloride	ClW	553.54		C74947505	1998CHA1-1951	Review # Data last reviewed in June, 1967
Ethyl bromide	C2H5Br	-63.5968		C74964	1979KUD/KUD519-526	Cm
Tungsten bromide	BrW	586.18		C74966782	1998CHA1-1951	Review # Data last reviewed in June, 1967
1,1,1-Trimethoxy-2-chloroethane	C5H11ClO3	-613.7927999999999	10.0416	C74974542	1980GUT/CUL1281-1294	Eqk # Using Hf(s,ClCH2COOH)=-122.0±2.0 kcal/mol
Methane, bromochloro-	CH2BrCl	-20.0	7.0	C74975	1996SKO/DYM1777-1785	Eqk
3-Tert-butylbenzoic acid	C11H14O2	-400.8	1.9	C7498546	1979COL/JIM1179-1184	Ccb
Propane	C3H8	-104.68368	0.50208	C74986	1972PIT/PIL2224-2229	Ccb
Propyne	C3H4	185.43488000000002	0.87864	C74997	1945WAG/KIL467-496	Ccb # Unpublished work of E. J. Prosen
Ethyl Chloride	C2H5Cl	-112.1	0.7	C75003	2002MAN123-172	Review # employed flame calorimetry measurements of 1971FLE/PIL3191
Ethene, chloro-	C2H3Cl	22.0	3.0	C75014	2002MAN123-172	Review # weighted average of several measurements
Ethene, fluoro-	C2H3F	-135.5616		C75025	1970KOL/PAP611-613	Ccr
Ethane, iodo-	C2H5I	-7.2	0.8	C75036	1994CAR/LAY1103-1109	Ccb
Ethylamine	C2H7N	-57.7		C75047	1907LEM395-432	
Acetonitrile	C2H3N	74.04	0.37	C75058	1983AN/MAN287-293	Ccr
Acetaldehyde	C2H4O	-170.7072	1.4644	C75070	1991WIB/CRO3447-3450	Chyd
Ethanethiol	C2H6S	-46.14952		C75081	1957MCC/HUB561-566	Ccr
Methylene chloride	CH2Cl2	-95.52		C75092	1998CHA1-1951	Review # Data last reviewed in December, 1968
Difluoromethane	CH2F2	-450.66		C75105	1998CHA1-1951	Review # Data last reviewed in December, 1969
Methane, diiodo-	CH2I2	117.5704	4.184	C75116	1976KUD/KUD529-530	Cm
Formamide	CH3NO	-186.18800000000002		C75127	1958BAU/GUN670-673	Eqk
Isocyanic acid	CHNO	-101.67		C75138	1998CHA1-1951	Review # Data last reviewed in December, 1970
Carbon disulfide	CS2	116.94		C75150	1998CHA1-1951	Review # Data last reviewed in December, 1976
Dimethyl sulfide	C2H6S	-37.5	2.0	C75183	1989VOR/KLY650-653	Ccb
Cyclopropane	C3H6	39.296127999999996		C75194	1950LAC/WAL331-333	Cm # Heat of hydrobromination
Ethylene oxide	C2H4O	-52.64		C75218	1998CHA1-1951	Review # Data last reviewed in September, 1965
trans-Perfluorobicyclo[4,3.0]nonane	C9F16	-3217.0	5.1	C75240061	1989ZHO/PAP747-748	Ccr
Trimethylaluminum	C3H9Al	-86.5	4.8	C75241	1997MAR0B	"Review # Selected data. The enthalpy of formation relies on -1891.3±1.9 kJ/mol for the enthalpy of formation of Al(OOCMe)3(cr) and on 0.9±0.2 kJ/mol for the enthalpy of solution of MeCOOH(l) in toluene 1963MOR/SEL0. Liquid trimethylaluminum contains a very small molar fraction of monomer at 298 K, ca. 0.007% 1972SMI31, so that the ""real"" liquid should be described as [Al(Me)3]2."
(E)-3,4-Di-tert-butyl-3-hexene	C14H28	-168.28048		C75245215	1989DOE/ROT1263-1266	Chyd
Methane, tribromo-	CHBr3	55.4	3.3	C75252	1982PAP/KOL1666-1668	Ccr
cis-Perfluorobicyclo[4.3.0]nonane	C9F16	-3212.2	5.6	C75262872	1988ZHO/PAP1004	Ccr
Propane, 2-bromo-	C3H7Br	-95.64624	1.046	C75263	1965DAV/LAC2413-2416	Chyd # Reanalyzed by 1970COX/PIL1-636B, Original value = -22.71 kcal/mol
Isobutane	C4H10	-134.18088	0.6276	C75285	1972PIT/PIL2224-2229	Ccb
Propane, 2-chloro-	C3H7Cl	-145.01744		C75296	1972AND819-820	Ccb # Correction of 1965KAB/AND132-135
2-Propanamine	C3H9N	-83.68	0.8368000000000001	C75310	1971SCO843-852	Cm
2-Propanethiol	C3H8S	-76.94376000000001	0.6276	C75332	1954HUB/WAD910	Ccr # Heat of combustion calculated author's U=-671.76
Ethane, 1,1-dichloro-	C2H4Cl2	-132.5	3.5	C75343	2002MAN123-172	Review # employed hydrochlorination equilibrium measurements of 1976LEV/TRE1148 with increased uncertainty to reflect other data
Ethene, 1,1-dichloro-	C2H2Cl2	2.0	2.0	C75354	2002MAN123-172	Review # derived from recommended «Delta»_fH_l_i_q_u_i_d° and «Delta»_v_a_pH°
Acetyl chloride	C2H3ClO	-251.33288000000002	0.50208	C75365	1969DEV/ONE2644-2648	Cm # Heat of hydrolysis
Ethane, 1,1-difluoro-	C2H4F2	-496.97552	3.9748	C75376	1968KOL/SHT975-976	Ccb # Reanalyzed by 1983KOL/PAP425, Original value = -117.3$(2.0) kcal/mol
Ethene, 1,1-difluoro-	C2H2F2	-343.9248	10.0416	C75387	1962KOL/MAR1118-1120	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -79.6$(2.4) kcal/mol
Trimethyl vinyl tin	C5H12Sn	91.4	4.8	C754063	1997MAR0B	Review # Selected data. The enthalpy of formation relies on -185.5±3.7 kJ/mol for the enthalpy of formation of Sn(Me)3(Br)(l).
Propanamide, 2,2-dimethyl-	C5H11NO	-313.1	1.4	C754109	1989ABB/JIM859-865	Ccr
Fluorodichloromethane	CHCl2F	-283.26		C75434	1998CHA1-1951	Review # Data last reviewed in June, 1970
Phosgene	CCl2O	-220.08		C75445	1998CHA1-1951	Review # Data last reviewed in June, 1961
Difluorochloromethane	CHClF2	-481.58		C75456	1998CHA1-1951	Review # Data last reviewed in June, 1970
mercury chloride	ClHg	78.45		C7546307	1998CHA1-1951	Review # Data last reviewed in December, 1961
Fluoroform	CHF3	-697.05		C75467	1998CHA1-1951	Review # Data last reviewed in June, 1969
Methylamine, N,N-dimethyl-	C3H9N	-23.72328	0.75312	C75503	1960ISS/LON2004-2012	Eqk # Heat of formation derived by 1970COX/PIL1-636B
Lithium bromide	BrLi	-153.97		C7550358	1998CHA1-1951	Review # Data last reviewed in June, 1966
Titanium tetrachloride	Cl4Ti	-763.2	3.0	C7550450	1984COX/WAG1B	Review # CODATA Review value
Methane, nitro-	CH3NO2	-80.75120000000001	1.2552	C75525	1971KNO/MIR425-428	Ccb
Iodine	I2	62.42	0.08	C7553562	1984COX/WAG1B	Review # CODATA Review value
Propylene oxide	C3H6O	-94.68392	0.6276	C75569	1962SIN/HIL74	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -22.17$(0.26) kcal/mol
Butane, 1-(methylsulfonyl)-	C5H12O2S	-459.69608000000005	2.63592	C7560590	1961MAC/OHA1070-1074	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -109.47$(0.5) kcal/mol; Heat of combustion corrected for constant pressure
Methane, bromotrichloro-	CBrCl3	-41.84	1.2552	C75627	1973MEN/GOL2707-2709	Eqk # see 1965BEN2044-2046
5-Nitro-2-acetoxy-2,5-dihydrofurfural diacetate	C11H13NO9	-1285.3248	2.9288	C75631811	1980BAL/LEB601-604	Ccb
Bromotrifluoromethane	CBrF3	-648.94		C75638	1998CHA1-1951	Review # Data last reviewed in June, 1969
2-Propanamine, 2-methyl-	C4H11N	-120.4992	0.8368000000000001	C75649	1971SCO843-852	Cm
2-Propanol, 2-methyl-	C4H10O	-312.62848	0.87864	C75650	1991WIB/HAO5108-5110	Eqk # Heat of hydration
2-Propanethiol, 2-methyl-	C4H10S	-108.74216	0.87864	C75661	1958HUB/GOO614-617	Ccr # see 1954HUB/KAT142 and 1953MCC/SCO1818-18
Trichloromonofluoromethane	CCl3F	-288.7		C75694	1998CHA1-1951	Review # Data last reviewed in June, 1970
Dichlorodifluoromethane	CCl2F2	-491.62		C75718	1998CHA1-1951	Review # Data last reviewed in June, 1970
Ethyne, dichloro-	C2Cl2	209.62		C7572294	1998CHA1-1951	Review # Data last reviewed in December, 1968
Chlorotrifluoromethane	CClF3	-707.93		C75729	1998CHA1-1951	Review # Data last reviewed in June, 1969
Tetrafluoromethane	CF4	-933.2		C75730	1998CHA1-1951	Review # Data last reviewed in June, 1969
Lead, tetramethyl-	C4H12Pb	136.1	4.4	C75741	1997MAR0B	Review # Selected data
Tricyclo[3.3.1.1(3,7)]decane, 1-nitro-	C10H15NO2	-191.1	2.4	C7575828	1990FRI/DOG147-159	Ccb
Silane, tetramethyl-	C4H12Si	-286.6		C75763	1998CHA1-1951	Review # Data last reviewed in December, 1960
Silane, trichloromethyl-	CH3Cl3Si	-528.86		C75796	1998CHA1-1951	Review # Data last reviewed in December, 1960
lithium hydride	HLi	140.62		C7580678	1998CHA1-1951	Review # Data last reviewed in September, 1967
Butane, 2,2-dimethyl-	C6H14	-185.56040000000002	0.9623200000000001	C75832	1945PRO/ROS263-267	Ccb
Amylene hydrate	C5H12O	-329.3		C75854	1965CHA/ROS374-379	
Bicyclo[4.2.2]deca-3,7-diene-	C10H14	117.152		C75891100	1982HUY/HUB251-257	Kin
Propanamide, N,N-dimethyl-	C5H11NO	-250.16136		C758963	1977VAS/KOT102-106	Ccb
tert-Butyl Hydroperoxide	C4H10O2	-234.9		C75912	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
2-Butanone, 3,3-dimethyl-	C6H12O	-290.67	0.88	C75978	1970HAR/HEA203-210	Ccb # ht. of vaporization was from a private communication
Ethane, pentachloro-	C2HCl5	-155.9	4.3	C76017	2002MAN123-172	Review # derived from recommended «Delta»_fH_l_i_q_u_i_d° and «Delta»_v_a_pH°
Pentane, 3-methylene-	C6H12	-56.0656	0.87864	C760214	1991WIB/HAO5108-5110	Ccb
Trichloroacetyl chloride	C2Cl4O	-253.132		C76028	1950PRI/SKI272-276	Cm # Heat of hydrolysis at 298 K
Trichloroacetic Acid	C2HCl3O2	-433.67160000000007		C76039	1992TRI/SMI547-550	Cm
Trifluoroacetic acid	C2HF3O2	-1017.5488	4.6024	C76051	1976GUT202-209	Eqk
N,N-Dimethylbutyramide	C6H13NO	-270.87216		C760792	1977VAS/KOT102-106	Ccb
1,3-Cyclopentadiene, 1,2,3,4-tetramethyl-5-methylene-	C10H14	83.2616		C76089593	1991ROT/ADA2499-2521	Chyd
2,3-Butanediol, 2,3-dimethyl-	C6H14O2	-540.5728	9.2048	C76095	1977GUT3562-3574	Cm # Hydrolysis
1-Butene, 1-chloro-, (Z)-	C4H7Cl	-19.246399999999998		C7611861	1974LEV/ROD1113-1114	Eqk
Trans-1-chloro-1-butene	C4H7Cl	-16.5268		C7611872	1974LEV/ROD1113-1114	Eqk
Ethane, 1,1,2-trichloro-1,2,2-trifluoro-	C2Cl3F3	-726.8	4.3	C76131	1981ERA/KOL663-669	Ccr # Correction by 1983KOL/PAP425
Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-	C2Cl2F4	-937.0	7.3	C76142	1986ERA/KOL175-180	Ccr # Correction of 1982PAP/KOL675-677
Pentafluoroethyl chloride	C2ClF5	-1114.1992	10.46	C76153	1989TAC/SAL331-341	Eqk
Ethane, hexafluoro-	C2F6	-1343.9		C76164	1998CHA1-1951	Review # Data last reviewed in June, 1969
Perchloryl fluoride	ClFO3	-21.42		C7616946	1998CHA1-1951	Review # Data last reviewed in March, 1961
Perfluoropropane	C3F8	-1784.8944000000001	8.7864	C76197	1967KOL/TAL38-42	Ccb # Reanalyzed by 1986KOL/KOZ912, Original value = -413.2 kcal/mol
Camphor	C10H16O	-267.3576	2.9288	C76222	1977STE311-314	Ccb
Formic acid, 1,1-dimethylethyl ester	C5H10O2	-456.8928	5.4392000000000005	C762754	1977GUT3562-3574	Cm # Hydrolysis
Dioxosilane	O2Si	-305.43		C7631869	1998CHA1-1951	Review # Data last reviewed in June, 1967
Boron trifluoride	BF3	-1136.0	0.8	C7637072	1984COX/WAG1B	Review # CODATA Review value
5-Chloro-7-bromo-8-hydroxyquinoline	C9H5BrClNO	-14.5	2.2	C7640337	1995RIB/FER633-641	Ccr # HBr(1:600 H2O) and HCl(1:600 H2O)
Cyanogen azide	CN4	451.872	20.92	C764056	1969OKA/MEL2100-2106	Kin # Photodissociation
2,4-Hexadiene, 2,5-dimethyl-	C8H14	-19.2	0.84	C764136	1990STE/CHI138-154	Ccr
3-Hexene, (Z)-	C6H12	-45.9	0.7	C7642093	1987ROG/CRO1209-1215	Chyd # Value computed using «Delta»_fH_l_i_q_u_i_d° from 1987ROG/CRO1209-1215 and «Delta»_v_a_pH° value of 31.2kJ/mol from 1993STE/CHI377-430.
(Z)-3-Heptene	C7H14	-69.4		C7642106	1984WIB/WAS3684-3688	
2-Hexyne	C6H10	107.65432000000001	2.42672	C764352	1979ROG/DAG671-676	Chyd
Fumaronitrile	C4H2N2	340.1592	2.5104	C764421	1967BOY/GUH2187-2191	Ccb
1-(vinyloxy)propane	C5H10O	-162.0	2.2	C764476	1981TRO/NED752-753	
Sodium hydride	HNa	124.27		C7646697	1998CHA1-1951	Review # Data last reviewed in March, 1963
cobalt dichloride	Cl2Co	-93.72		C7646799	1998CHA1-1951	Review # Data last reviewed in June, 1973
Hydrogen chloride	HCl	-92.31	0.1	C7647010	1984COX/WAG1B	Review # CODATA Review value
sodium chloride	ClNa	-181.42		C7647145	1998CHA1-1951	Review # Data last reviewed in September, 1964
sodium bromide	BrNa	-143.93		C7647156	1998CHA1-1951	Review # Data last reviewed in September, 1964
caesium chloride	ClCs	-240.16		C7647178	1998CHA1-1951	Review # Data last reviewed in June, 1968
Phosphorus pentafluoride	F5P	-1594.41		C7647190	1998CHA1-1951	Review # Data last reviewed in December, 1969
α-Methoxyisobutyronitrile	C5H9NO	-125.4	1.8	C76474094	1995VER/BEC1-11	Ccb
1-Decyne	C10H18	41.881840000000004	3.4308799999999997	C764932	1979ROG/DAG671-676	Chyd
Cyclopropylamine	C3H7N	77.06928	0.66944	C765300	1971GOO/MOO701-705	Ccb
Ethanone, 1-cyclopropyl-	C5H8O	-115.3	1.2	C765435	1984KOZ/TIM41-45	Ccb
Spiro[2,4]hepta-4,6-diene	C7H8	237.6512		C765468	1991ROT/ADA2499-2521	Chyd
Cyclopentene, 1,2-dimethyl-	C7H12	-41.379760000000005		C765479	1982ALL/DOD1593-1597	Chyd
Dicyclopropa[cd,gh]pentalene,octahydro-	C8H10	179.912		C765720	1991ROT/ADA2499-2521	Chyd
Cyclobutanecarboxylic acid methyl ester	C6H10O2	-350.3	1.3	C765855	1983FUC/HAL503-505	Cm
Cyclohexanecarbonitrile	C7H11N	-3.5564		C766052	1971HAL/BAL140-145	Ccr
cyclohexyl hydroperoxide	C6H12O2	-214.9		C766074	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
4-Methyl-2,6,7-trioxabicyclo[2.2.2]octane	C6H10O3	-506.8	1.2	C766325	1995RAK/VER2059-2067	Ccb
hydrogen fluoride	HF	-273.3	0.7	C7664393	1984COX/WAG1B	Review # CODATA Review value
Ammonia	H3N	-45.94	0.35	C7664417	1984COX/WAG1B	Review # CODATA Review value
Sulfuric Acid	H2O4S	-735.13		C7664939	1998CHA1-1951	Review # Data last reviewed in September, 1977
tert-Butyl glycidyl ether	C7H14O2	-318.8	1.1	C7665727	1993SLI/DOL102-113	
Benzyl methyl sulfide	C8H10S	79.49600000000001	2.9288	C766927	1962MAC/MAY33-39	Ccr
Benzene, (ethenyloxy)-	C8H8O	23.0	2.2	C766949	1981TRO/NED752-753	
Quinoline, decahydro-, trans-	C9H17N	-112.9	1.0	C767920	1994STE/CHI515-544	Ccr # see 1990STE/CHI1-52
potassium iodide	IK	-125.52		C7681110	1998CHA1-1951	Review # Data last reviewed in June, 1967
sodium fluoride	FNa	-290.45		C7681494	1998CHA1-1951	Review # Data last reviewed in December, 1968
Piperidine, 2,2,6,6-tetramethyl-	C9H19N	-159.9	2.8	C768661	1981SUR/HAC857-861	Ccb
Fentin hydroxide	C18H16OSn	181.7	9.2	C76879	1997MAR0B	Review
2-Hexene, (Z)-	C6H12	-47.0	1.1	C7688213	1987ROG/CRO1209-1215	Chyd # Value computed using «Delta»_fH_l_i_q_u_i_d° from 1987ROG/CRO1209-1215 and «Delta»_v_a_pH° value of 32.2kJ/mol from 1993STE/CHI377-430.
1-Methyladamantane	C11H18	-171.71136	2.63592	C768912	1979CLA/KNO2404-2410	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = -40.57$(0.34) kcal/mol; Gas flow technique for Hs,see 1975CLA/KNO3835-3836
1-Adamantanol	C10H16O	-310.8712	3.3472000000000004	C768956	1979STE0	Ccb
potassium hydride	HK	123.01		C7693267	1998CHA1-1951	Review # Data last reviewed in March, 1963
Nitric acid	HNO3	-134.31		C7697372	1998CHA1-1951	Review # Data last reviewed in June, 1963
